@relation waveform-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute X00 {'\'All\''}
@attribute X01 {'\'(-inf--1.385]\'','\'(-1.385-0.085]\'','\'(0.085-1.165]\'','\'(1.165-inf)\''}
@attribute X02 {'\'(-inf--0.325]\'','\'(-0.325-0.905]\'','\'(0.905-1.325]\'','\'(1.325-2.465]\'','\'(2.465-inf)\''}
@attribute X03 {'\'(-inf--0.605]\'','\'(-0.605-0.185]\'','\'(0.185-1.365]\'','\'(1.365-2.415]\'','\'(2.415-inf)\''}
@attribute X04 {'\'(-inf--0.295]\'','\'(-0.295-0.175]\'','\'(0.175-0.615]\'','\'(0.615-1.385]\'','\'(1.385-2.015]\'','\'(2.015-2.635]\'','\'(2.635-inf)\''}
@attribute X05 {'\'(-inf--0.415]\'','\'(-0.415-0.535]\'','\'(0.535-1.325]\'','\'(1.325-1.795]\'','\'(1.795-2.555]\'','\'(2.555-3.035]\'','\'(3.035-inf)\''}
@attribute X06 {'\'(-inf-1.115]\'','\'(1.115-1.765]\'','\'(1.765-2.565]\'','\'(2.565-3.395]\'','\'(3.395-4.085]\'','\'(4.085-inf)\''}
@attribute X07 {'\'(-inf-0.915]\'','\'(0.915-1.775]\'','\'(1.775-2.875]\'','\'(2.875-3.665]\'','\'(3.665-4.145]\'','\'(4.145-inf)\''}
@attribute X08 {'\'(-inf-1.725]\'','\'(1.725-2.445]\'','\'(2.445-2.985]\'','\'(2.985-3.715]\'','\'(3.715-4.845]\'','\'(4.845-inf)\''}
@attribute X09 {'\'(-inf-1.555]\'','\'(1.555-2.635]\'','\'(2.635-3.245]\'','\'(3.245-4.135]\'','\'(4.135-4.745]\'','\'(4.745-inf)\''}
@attribute X10 {'\'(-inf-2.205]\'','\'(2.205-3.225]\'','\'(3.225-4.075]\'','\'(4.075-4.795]\'','\'(4.795-inf)\''}
@attribute X11 {'\'(-inf-1.985]\'','\'(1.985-2.815]\'','\'(2.815-3.385]\'','\'(3.385-3.915]\'','\'(3.915-5.055]\'','\'(5.055-inf)\''}
@attribute X12 {'\'(-inf-1.775]\'','\'(1.775-2.485]\'','\'(2.485-3.065]\'','\'(3.065-3.645]\'','\'(3.645-4.635]\'','\'(4.635-inf)\''}
@attribute X13 {'\'(-inf-1.235]\'','\'(1.235-1.745]\'','\'(1.745-2.595]\'','\'(2.595-3.615]\'','\'(3.615-4.685]\'','\'(4.685-inf)\''}
@attribute X14 {'\'(-inf-0.985]\'','\'(0.985-1.935]\'','\'(1.935-2.705]\'','\'(2.705-3.745]\'','\'(3.745-inf)\''}
@attribute X15 {'\'(-inf-0.585]\'','\'(0.585-1.255]\'','\'(1.255-2.175]\'','\'(2.175-2.595]\'','\'(2.595-3.205]\'','\'(3.205-inf)\''}
@attribute X16 {'\'(-inf--0.405]\'','\'(-0.405-0.445]\'','\'(0.445-0.905]\'','\'(0.905-1.395]\'','\'(1.395-2.415]\'','\'(2.415-inf)\''}
@attribute X17 {'\'(-inf-0.005]\'','\'(0.005-1.095]\'','\'(1.095-1.945]\'','\'(1.945-2.975]\'','\'(2.975-inf)\''}
@attribute X18 {'\'(-inf--0.245]\'','\'(-0.245-0.885]\'','\'(0.885-1.835]\'','\'(1.835-inf)\''}
@attribute X19 {'\'(-inf--0.025]\'','\'(-0.025-1.585]\'','\'(1.585-inf)\''}
@attribute X20 {'\'All\''}
@attribute class {0,1,2}

@data
'\'All\'','\'(1.165-inf)\'','\'(1.325-2.465]\'','\'(1.365-2.415]\'','\'(2.015-2.635]\'','\'(2.555-3.035]\'','\'(4.085-inf)\'','\'(2.875-3.665]\'','\'(2.985-3.715]\'','\'(3.245-4.135]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(2.595-3.615]\'','\'(-inf-0.985]\'','\'(2.595-3.205]\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(-0.245-0.885]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(2.465-inf)\'','\'(2.415-inf)\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(3.395-4.085]\'','\'(1.775-2.875]\'','\'(2.985-3.715]\'','\'(4.135-4.745]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(2.705-3.745]\'','\'(-inf-0.585]\'','\'(0.905-1.395]\'','\'(0.005-1.095]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(0.905-1.325]\'','\'(0.185-1.365]\'','\'(-inf--0.295]\'','\'(0.535-1.325]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(3.645-4.635]\'','\'(4.685-inf)\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.095-1.945]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(0.905-1.325]\'','\'(1.365-2.415]\'','\'(2.015-2.635]\'','\'(2.555-3.035]\'','\'(1.765-2.565]\'','\'(3.665-4.145]\'','\'(2.445-2.985]\'','\'(4.745-inf)\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(1.235-1.745]\'','\'(1.935-2.705]\'','\'(2.175-2.595]\'','\'(0.905-1.395]\'','\'(1.095-1.945]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-inf--0.325]\'','\'(1.365-2.415]\'','\'(0.615-1.385]\'','\'(1.795-2.555]\'','\'(2.565-3.395]\'','\'(2.875-3.665]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(2.815-3.385]\'','\'(3.645-4.635]\'','\'(2.595-3.615]\'','\'(3.745-inf)\'','\'(-inf-0.585]\'','\'(2.415-inf)\'','\'(0.005-1.095]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(0.185-1.365]\'','\'(2.015-2.635]\'','\'(1.795-2.555]\'','\'(1.765-2.565]\'','\'(-inf-0.915]\'','\'(2.445-2.985]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(2.595-3.615]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(1.395-2.415]\'','\'(1.945-2.975]\'','\'(0.885-1.835]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(1.325-2.465]\'','\'(1.365-2.415]\'','\'(-0.295-0.175]\'','\'(1.325-1.795]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(1.985-2.815]\'','\'(4.635-inf)\'','\'(1.235-1.745]\'','\'(3.745-inf)\'','\'(2.595-3.205]\'','\'(0.905-1.395]\'','\'(0.005-1.095]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(1.325-2.465]\'','\'(1.365-2.415]\'','\'(2.635-inf)\'','\'(1.795-2.555]\'','\'(2.565-3.395]\'','\'(3.665-4.145]\'','\'(1.725-2.445]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(1.985-2.815]\'','\'(1.775-2.485]\'','\'(2.595-3.615]\'','\'(2.705-3.745]\'','\'(2.595-3.205]\'','\'(-0.405-0.445]\'','\'(1.095-1.945]\'','\'(1.835-inf)\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(0.905-1.325]\'','\'(0.185-1.365]\'','\'(-inf--0.295]\'','\'(-inf--0.415]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(2.205-3.225]\'','\'(1.985-2.815]\'','\'(1.775-2.485]\'','\'(4.685-inf)\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(2.975-inf)\'','\'(0.885-1.835]\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-0.325-0.905]\'','\'(0.185-1.365]\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(0.915-1.775]\'','\'(2.445-2.985]\'','\'(-inf-1.555]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(1.235-1.745]\'','\'(3.745-inf)\'','\'(1.255-2.175]\'','\'(0.905-1.395]\'','\'(1.945-2.975]\'','\'(-inf--0.245]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(0.905-1.325]\'','\'(0.185-1.365]\'','\'(2.015-2.635]\'','\'(-inf--0.415]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(3.065-3.645]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(1.835-inf)\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(-0.325-0.905]\'','\'(1.365-2.415]\'','\'(1.385-2.015]\'','\'(-inf--0.415]\'','\'(-inf-1.115]\'','\'(2.875-3.665]\'','\'(1.725-2.445]\'','\'(-inf-1.555]\'','\'(2.205-3.225]\'','\'(2.815-3.385]\'','\'(3.645-4.635]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(1.835-inf)\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(1.365-2.415]\'','\'(1.385-2.015]\'','\'(3.035-inf)\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(4.635-inf)\'','\'(2.595-3.615]\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.095-1.945]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(2.415-inf)\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(4.145-inf)\'','\'(3.715-4.845]\'','\'(2.635-3.245]\'','\'(-inf-2.205]\'','\'(1.985-2.815]\'','\'(1.775-2.485]\'','\'(-inf-1.235]\'','\'(1.935-2.705]\'','\'(0.585-1.255]\'','\'(0.905-1.395]\'','\'(1.945-2.975]\'','\'(-inf--0.245]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-inf--0.325]\'','\'(0.185-1.365]\'','\'(1.385-2.015]\'','\'(0.535-1.325]\'','\'(1.765-2.565]\'','\'(1.775-2.875]\'','\'(2.985-3.715]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(2.815-3.385]\'','\'(2.485-3.065]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(0.585-1.255]\'','\'(1.395-2.415]\'','\'(1.945-2.975]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(0.185-1.365]\'','\'(2.015-2.635]\'','\'(-0.415-0.535]\'','\'(-inf-1.115]\'','\'(0.915-1.775]\'','\'(-inf-1.725]\'','\'(3.245-4.135]\'','\'(3.225-4.075]\'','\'(2.815-3.385]\'','\'(1.775-2.485]\'','\'(2.595-3.615]\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(2.975-inf)\'','\'(1.835-inf)\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(-inf--1.385]\'','\'(-inf--0.325]\'','\'(-0.605-0.185]\'','\'(1.385-2.015]\'','\'(0.535-1.325]\'','\'(-inf-1.115]\'','\'(0.915-1.775]\'','\'(1.725-2.445]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(3.915-5.055]\'','\'(4.635-inf)\'','\'(4.685-inf)\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(1.395-2.415]\'','\'(0.005-1.095]\'','\'(-0.245-0.885]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(0.185-1.365]\'','\'(1.385-2.015]\'','\'(1.795-2.555]\'','\'(2.565-3.395]\'','\'(1.775-2.875]\'','\'(1.725-2.445]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(3.645-4.635]\'','\'(2.595-3.615]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(0.905-1.395]\'','\'(1.095-1.945]\'','\'(-0.245-0.885]\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-0.325-0.905]\'','\'(0.185-1.365]\'','\'(0.615-1.385]\'','\'(-0.415-0.535]\'','\'(-inf-1.115]\'','\'(1.775-2.875]\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(3.915-5.055]\'','\'(3.065-3.645]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(0.905-1.395]\'','\'(2.975-inf)\'','\'(0.885-1.835]\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(2.465-inf)\'','\'(0.185-1.365]\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(4.145-inf)\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(1.235-1.745]\'','\'(1.935-2.705]\'','\'(2.175-2.595]\'','\'(-inf--0.405]\'','\'(-inf-0.005]\'','\'(-inf--0.245]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(1.325-2.465]\'','\'(2.415-inf)\'','\'(1.385-2.015]\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(4.145-inf)\'','\'(1.725-2.445]\'','\'(2.635-3.245]\'','\'(3.225-4.075]\'','\'(1.985-2.815]\'','\'(-inf-1.775]\'','\'(1.235-1.745]\'','\'(1.935-2.705]\'','\'(3.205-inf)\'','\'(-inf--0.405]\'','\'(0.005-1.095]\'','\'(0.885-1.835]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(1.325-2.465]\'','\'(0.185-1.365]\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(4.145-inf)\'','\'(3.715-4.845]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(1.235-1.745]\'','\'(-inf-0.985]\'','\'(0.585-1.255]\'','\'(-0.405-0.445]\'','\'(-inf-0.005]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(2.415-inf)\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(3.395-4.085]\'','\'(4.145-inf)\'','\'(2.445-2.985]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(-inf-0.985]\'','\'(1.255-2.175]\'','\'(-0.405-0.445]\'','\'(-inf-0.005]\'','\'(-0.245-0.885]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(-0.325-0.905]\'','\'(-inf--0.605]\'','\'(2.015-2.635]\'','\'(1.325-1.795]\'','\'(1.115-1.765]\'','\'(2.875-3.665]\'','\'(2.985-3.715]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(3.645-4.635]\'','\'(2.595-3.615]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.095-1.945]\'','\'(-0.245-0.885]\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(1.325-2.465]\'','\'(2.415-inf)\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(2.565-3.395]\'','\'(2.875-3.665]\'','\'(2.445-2.985]\'','\'(2.635-3.245]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(1.235-1.745]\'','\'(0.985-1.935]\'','\'(1.255-2.175]\'','\'(1.395-2.415]\'','\'(0.005-1.095]\'','\'(-0.245-0.885]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(0.905-1.325]\'','\'(0.185-1.365]\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(3.395-4.085]\'','\'(3.665-4.145]\'','\'(1.725-2.445]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(2.815-3.385]\'','\'(2.485-3.065]\'','\'(1.235-1.745]\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(-0.405-0.445]\'','\'(1.945-2.975]\'','\'(-inf--0.245]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-inf--0.325]\'','\'(-inf--0.605]\'','\'(0.615-1.385]\'','\'(0.535-1.325]\'','\'(1.115-1.765]\'','\'(0.915-1.775]\'','\'(1.725-2.445]\'','\'(-inf-1.555]\'','\'(3.225-4.075]\'','\'(-inf-1.985]\'','\'(2.485-3.065]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-0.325-0.905]\'','\'(-0.605-0.185]\'','\'(0.615-1.385]\'','\'(-inf--0.415]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(3.645-4.635]\'','\'(4.685-inf)\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(2.975-inf)\'','\'(1.835-inf)\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(0.905-1.325]\'','\'(0.185-1.365]\'','\'(2.015-2.635]\'','\'(0.535-1.325]\'','\'(2.565-3.395]\'','\'(1.775-2.875]\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(3.915-5.055]\'','\'(-inf-1.775]\'','\'(2.595-3.615]\'','\'(2.705-3.745]\'','\'(1.255-2.175]\'','\'(2.415-inf)\'','\'(0.005-1.095]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(-0.325-0.905]\'','\'(1.365-2.415]\'','\'(0.615-1.385]\'','\'(3.035-inf)\'','\'(1.115-1.765]\'','\'(3.665-4.145]\'','\'(1.725-2.445]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(1.985-2.815]\'','\'(-inf-1.775]\'','\'(1.745-2.595]\'','\'(0.985-1.935]\'','\'(1.255-2.175]\'','\'(1.395-2.415]\'','\'(0.005-1.095]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(1.365-2.415]\'','\'(2.015-2.635]\'','\'(-0.415-0.535]\'','\'(3.395-4.085]\'','\'(3.665-4.145]\'','\'(2.445-2.985]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(1.985-2.815]\'','\'(3.065-3.645]\'','\'(-inf-1.235]\'','\'(2.705-3.745]\'','\'(1.255-2.175]\'','\'(2.415-inf)\'','\'(1.095-1.945]\'','\'(-0.245-0.885]\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(1.325-2.465]\'','\'(1.365-2.415]\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(1.775-2.875]\'','\'(1.725-2.445]\'','\'(3.245-4.135]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(1.935-2.705]\'','\'(2.595-3.205]\'','\'(-0.405-0.445]\'','\'(1.095-1.945]\'','\'(-inf--0.245]\'','\'(1.585-inf)\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-inf--0.325]\'','\'(0.185-1.365]\'','\'(1.385-2.015]\'','\'(0.535-1.325]\'','\'(-inf-1.115]\'','\'(0.915-1.775]\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(-inf-2.205]\'','\'(2.815-3.385]\'','\'(3.065-3.645]\'','\'(4.685-inf)\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.095-1.945]\'','\'(-0.245-0.885]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(1.325-2.465]\'','\'(2.415-inf)\'','\'(0.615-1.385]\'','\'(1.795-2.555]\'','\'(1.115-1.765]\'','\'(1.775-2.875]\'','\'(-inf-1.725]\'','\'(2.635-3.245]\'','\'(-inf-2.205]\'','\'(2.815-3.385]\'','\'(3.645-4.635]\'','\'(2.595-3.615]\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(0.885-1.835]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(-inf--0.605]\'','\'(2.015-2.635]\'','\'(1.325-1.795]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(1.985-2.815]\'','\'(3.645-4.635]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(1.835-inf)\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(1.325-2.465]\'','\'(2.415-inf)\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(4.145-inf)\'','\'(2.445-2.985]\'','\'(3.245-4.135]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(-inf-0.985]\'','\'(-inf-0.585]\'','\'(-0.405-0.445]\'','\'(0.005-1.095]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-0.325-0.905]\'','\'(0.185-1.365]\'','\'(1.385-2.015]\'','\'(0.535-1.325]\'','\'(1.115-1.765]\'','\'(0.915-1.775]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(2.205-3.225]\'','\'(3.385-3.915]\'','\'(4.635-inf)\'','\'(2.595-3.615]\'','\'(3.745-inf)\'','\'(2.175-2.595]\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(0.885-1.835]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(1.325-2.465]\'','\'(0.185-1.365]\'','\'(2.015-2.635]\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(3.665-4.145]\'','\'(2.985-3.715]\'','\'(3.245-4.135]\'','\'(3.225-4.075]\'','\'(1.985-2.815]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(0.985-1.935]\'','\'(2.595-3.205]\'','\'(-0.405-0.445]\'','\'(1.095-1.945]\'','\'(-0.245-0.885]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(-inf--0.325]\'','\'(0.185-1.365]\'','\'(0.175-0.615]\'','\'(-0.415-0.535]\'','\'(-inf-1.115]\'','\'(-inf-0.915]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(-inf-2.205]\'','\'(5.055-inf)\'','\'(3.645-4.635]\'','\'(4.685-inf)\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(1.325-2.465]\'','\'(0.185-1.365]\'','\'(-inf--0.295]\'','\'(0.535-1.325]\'','\'(1.765-2.565]\'','\'(0.915-1.775]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(3.225-4.075]\'','\'(2.815-3.385]\'','\'(3.645-4.635]\'','\'(3.615-4.685]\'','\'(2.705-3.745]\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(1.945-2.975]\'','\'(-0.245-0.885]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(1.325-2.465]\'','\'(2.415-inf)\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(2.875-3.665]\'','\'(2.985-3.715]\'','\'(2.635-3.245]\'','\'(-inf-2.205]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(-inf-0.985]\'','\'(1.255-2.175]\'','\'(-inf--0.405]\'','\'(1.095-1.945]\'','\'(-inf--0.245]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(0.085-1.165]\'','\'(-0.325-0.905]\'','\'(1.365-2.415]\'','\'(0.615-1.385]\'','\'(2.555-3.035]\'','\'(3.395-4.085]\'','\'(0.915-1.775]\'','\'(-inf-1.725]\'','\'(1.555-2.635]\'','\'(2.205-3.225]\'','\'(1.985-2.815]\'','\'(2.485-3.065]\'','\'(2.595-3.615]\'','\'(3.745-inf)\'','\'(2.595-3.205]\'','\'(2.415-inf)\'','\'(-inf-0.005]\'','\'(0.885-1.835]\'','\'(-0.025-1.585]\'','\'All\'',0
'\'All\'','\'(1.165-inf)\'','\'(0.905-1.325]\'','\'(0.185-1.365]\'','\'(2.635-inf)\'','\'(3.035-inf)\'','\'(4.085-inf)\'','\'(3.665-4.145]\'','\'(3.715-4.845]\'','\'(3.245-4.135]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(-inf-1.775]\'','\'(-inf-1.235]\'','\'(-inf-0.985]\'','\'(-inf-0.585]\'','\'(0.905-1.395]\'','\'(1.945-2.975]\'','\'(-0.245-0.885]\'','\'(-inf--0.025]\'','\'All\'',0
'\'All\'','\'(-1.385-0.085]\'','\'(1.325-2.465]\'','\'(1.365-2.415]\'','\'(0.615-1.385]\'','\'(1.325-1.795]\'','\'(-inf-1.115]\'','\'(1.775-2.875]\'','\'(-inf-1.725]\'','\'(-inf-1.555]\'','\'(2.205-3.225]\'','\'(-inf-1.985]\'','\'(2.485-3.065]\'','\'(3.615-4.685]\'','\'(3.745-inf)\'','\'(3.205-inf)\'','\'(2.415-inf)\'','\'(2.975-inf)\'','\'(-0.245-0.885]\'','\'(1.585-inf)\'','\'All\'',0
